City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
316,nikolayevsk-on-amure,53.1406,140.73,1.53,68,82,4.28,RU,1730174592
317,san andres,12.5847,-81.7006,28.01,89,40,3.09,CO,1730174853
318,mount pearl,47.5166,-52.7813,2.4,86,20,4.63,CA,1730174673
319,marsh harbour,26.5412,-77.0636,25.18,66,100,9.56,BS,1730174855
320,bandipura,34.4167,74.65,16.78,60,100,2.39,IN,1730174857
321,alo,6.5486,4.2686,24.82,89,98,0.41,NG,1730174858
322,bafoulabe,13.8065,-10.8321,26.91,50,65,0.93,ML,1730174859
323,pathein,16.7833,94.7333,31.0,69,14,3.4,MM,1730174860
324,antsiranana,-12.2787,49.2917,27.14,65,24,7.31,MG,1730174861
325,plougastel-daoulas,48.3667,-4.3667,14.08,100,100,4.63,FR,1730174862
326,malvan,16.0667,73.4667,27.55,77,14,1.31,IN,1730174864
327,edd,13.9297,41.6925,30.66,53,100,4.92,ER,1730174865
328,dongkan,33.9997,119.8308,18.3,51,0,2.13,CN,1730174866
329,haiku-pauwela,20.9219,-156.3051,25.14,80,20,12.07,US,1730174644
330,stornoway,58.2093,-6.3865,10.05,95,100,2.57,GB,1730174868
331,bardai,11.65,7.2333,21.06,26,4,3.38,NG,1730174597
332,priozersk,61.0393,30.1291,1.72,86,14,3.69,RU,1730174747
333,nouadhibou,20.931,-17.0347,19.99,77,9,9.26,MR,1730174564
334,la ronge,55.1001,-105.2842,1.14,100,100,4.12,CA,1730174593
335,kasongo-lunda,-6.4667,16.8167,21.72,98,100,0.91,CD,1730174698
336,zaragoza,41.6561,-0.8773,15.01,73,75,3.6,ES,1730174876
337,pumiao,22.75,108.4833,19.73,75,100,1.12,CN,1730174878
338,tolanaro,-25.0319,46.9987,24.85,83,100,5.72,MG,1730174879
339,sao felix do xingu,-6.6447,-51.995,26.95,41,94,0.46,BR,1730174880
340,heyuan,23.7333,114.6833,26.4,53,100,3.11,CN,1730174881
341,sept-iles,50.2001,-66.3821,0.03,69,0,2.57,CA,1730174365
342,kotlas,61.2611,46.6556,2.96,83,100,4.32,RU,1730174885
343,puerto ayacucho,5.6639,-67.6236,24.75,94,100,1.54,VE,1730174635
344,kidal,18.4411,1.4078,25.21,17,100,4.07,ML,1730174887
345,pangody,65.85,74.4859,-5.24,96,100,2.29,RU,1730174888
346,kiruna,67.8557,20.2251,-4.49,80,13,3.09,SE,1730174889
347,tazovsky,67.4667,78.7,-8.58,100,98,0.68,RU,1730174891
348,myitkyina,25.3833,97.4,30.66,54,0,0.16,MM,1730174892
349,bagnara calabra,38.2885,15.8078,17.84,79,17,0.55,IT,1730174893
350,nhlangano,-27.1167,31.2,14.72,58,34,1.11,SZ,1730174894
351,sao gabriel da cachoeira,-0.1303,-67.0892,22.57,97,49,0.81,BR,1730174730
352,tchintabaraden,15.8969,5.7985,24.99,15,53,3.7,NE,1730174896
353,kralendijk,12.15,-68.2667,28.99,79,40,6.69,BQ,1730174830
354,bengkulu,-3.8004,102.2655,30.02,62,8,3.7,ID,1730174899
355,hasaki,35.7333,140.8333,17.83,79,100,7.79,JP,1730174541
356,monroeville,40.4212,-79.7881,11.04,61,53,1.64,US,1730174901
357,caleta de carquin,-11.0925,-77.6267,17.67,86,89,4.69,PE,1730174902
358,balqash,46.8481,74.995,3.33,87,40,6.0,KZ,1730174903
359,buarcos,40.166,-8.8768,14.91,76,0,5.97,PT,1730174905
360,big lake,45.3325,-93.7461,20.1,68,100,4.89,US,1730174906
